dateKey,fullDate,dayOfWeekName,monthName,dayOfMonth,monthNumber,CalendarYear
"1120,""2000-12-20"",""Wednesday"",""Dec"",""3"",""12"",""2000"""
"1121,""2000-12-21"",""Thursday"",""Dec"",""4"",""12"",""2000"""
"1122,""2000-12-22"",""Friday"",""Dec"",""5"",""12"",""2000"""
"1123,""2000-12-23"",""Saturday"",""Dec"",""6"",""12"",""2000"""
"1124,""2000-12-24"",""Sunday"",""Dec"",""7"",""12"",""2000"""
"1125,""2000-12-25"",""Monday"",""Dec"",""1"",""12"",""2000"""
"1126,""2000-12-26"",""Tuesday"",""Dec"",""2"",""12"",""2000"""
"1127,""2000-12-27"",""Wednesday"",""Dec"",""3"",""12"",""2000"""
"1128,""2000-12-28"",""Thursday"",""Dec"",""4"",""12"",""2000"""
"1129,""2000-12-29"",""Friday"",""Dec"",""5"",""12"",""2000"""
"1130,""2000-12-30"",""Saturday"",""Dec"",""6"",""12"",""2000"""
"1131,""2000-12-31"",""Sunday"",""Dec"",""7"",""12"",""2000"""
"10001,""2001-01-01"",""Monday"",""Jan"",""1"",""1"",""2001"""
"10002,""2001-01-02"",""Tuesday"",""Jan"",""2"",""1"",""2001"""
"10003,""2001-01-03"",""Wednesday"",""Jan"",""3"",""1"",""2001"""
"10004,""2001-01-04"",""Thursday"",""Jan"",""4"",""1"",""2001"""
"10005,""2001-01-05"",""Friday"",""Jan"",""5"",""1"",""2001"""
"10006,""2001-01-06"",""Saturday"",""Jan"",""6"",""1"",""2001"""
"10007,""2001-01-07"",""Sunday"",""Jan"",""7"",""1"",""2001"""
"10008,""2001-01-08"",""Monday"",""Jan"",""1"",""1"",""2001"""
"10009,""2001-01-09"",""Tuesday"",""Jan"",""2"",""1"",""2001"""
"10010,""2001-01-10"",""Wednesday"",""Jan"",""3"",""1"",""2001"""
"10011,""2001-01-11"",""Thursday"",""Jan"",""4"",""1"",""2001"""
"10012,""2001-01-12"",""Friday"",""Jan"",""5"",""1"",""2001"""
"10013,""2001-01-13"",""Saturday"",""Jan"",""6"",""1"",""2001"""
"10014,""2001-01-14"",""Sunday"",""Jan"",""7"",""1"",""2001"""
"10015,""2001-01-15"",""Monday"",""Jan"",""1"",""1"",""2001"""
"10016,""2001-01-16"",""Tuesday"",""Jan"",""2"",""1"",""2001"""
"10017,""2001-01-17"",""Wednesday"",""Jan"",""3"",""1"",""2001"""
"10018,""2001-01-18"",""Thursday"",""Jan"",""4"",""1"",""2001"""
"10019,""2001-01-19"",""Friday"",""Jan"",""5"",""1"",""2001"""
"10020,""2001-01-20"",""Saturday"",""Jan"",""6"",""1"",""2001"""
"10021,""2001-01-21"",""Sunday"",""Jan"",""7"",""1"",""2001"""
"10022,""2001-01-22"",""Monday"",""Jan"",""1"",""1"",""2001"""
"10023,""2001-01-23"",""Tuesday"",""Jan"",""2"",""1"",""2001"""
"10024,""2001-01-24"",""Wednesday"",""Jan"",""3"",""1"",""2001"""
"10025,""2001-01-25"",""Thursday"",""Jan"",""4"",""1"",""2001"""
"10026,""2001-01-26"",""Friday"",""Jan"",""5"",""1"",""2001"""
"10027,""2001-01-27"",""Saturday"",""Jan"",""6"",""1"",""2001"""
"10028,""2001-01-28"",""Sunday"",""Jan"",""7"",""1"",""2001"""
"10029,""2001-01-29"",""Monday"",""Jan"",""1"",""1"",""2001"""
"10030,""2001-01-30"",""Tuesday"",""Jan"",""2"",""1"",""2001"""
"10031,""2001-01-31"",""Wednesday"",""Jan"",""3"",""1"",""2001"""
"10101,""2001-02-01"",""Thursday"",""Feb"",""4"",""2"",""2001"""
"10102,""2001-02-02"",""Friday"",""Feb"",""5"",""2"",""2001"""
"10103,""2001-02-03"",""Saturday"",""Feb"",""6"",""2"",""2001"""
"10104,""2001-02-04"",""Sunday"",""Feb"",""7"",""2"",""2001"""
"10105,""2001-02-05"",""Monday"",""Feb"",""1"",""2"",""2001"""
"10106,""2001-02-06"",""Tuesday"",""Feb"",""2"",""2"",""2001"""
"10107,""2001-02-07"",""Wednesday"",""Feb"",""3"",""2"",""2001"""
"10108,""2001-02-08"",""Thursday"",""Feb"",""4"",""2"",""2001"""
"10109,""2001-02-09"",""Friday"",""Feb"",""5"",""2"",""2001"""
"10110,""2001-02-10"",""Saturday"",""Feb"",""6"",""2"",""2001"""
"10111,""2001-02-11"",""Sunday"",""Feb"",""7"",""2"",""2001"""
"10112,""2001-02-12"",""Monday"",""Feb"",""1"",""2"",""2001"""
"10113,""2001-02-13"",""Tuesday"",""Feb"",""2"",""2"",""2001"""
"10114,""2001-02-14"",""Wednesday"",""Feb"",""3"",""2"",""2001"""
"10115,""2001-02-15"",""Thursday"",""Feb"",""4"",""2"",""2001"""
"10116,""2001-02-16"",""Friday"",""Feb"",""5"",""2"",""2001"""
"10117,""2001-02-17"",""Saturday"",""Feb"",""6"",""2"",""2001"""
"10118,""2001-02-18"",""Sunday"",""Feb"",""7"",""2"",""2001"""
"10119,""2001-02-19"",""Monday"",""Feb"",""1"",""2"",""2001"""
"10120,""2001-02-20"",""Tuesday"",""Feb"",""2"",""2"",""2001"""
"10121,""2001-02-21"",""Wednesday"",""Feb"",""3"",""2"",""2001"""
"10122,""2001-02-22"",""Thursday"",""Feb"",""4"",""2"",""2001"""
"10123,""2001-02-23"",""Friday"",""Feb"",""5"",""2"",""2001"""
"10124,""2001-02-24"",""Saturday"",""Feb"",""6"",""2"",""2001"""
"10125,""2001-02-25"",""Sunday"",""Feb"",""7"",""2"",""2001"""
"10126,""2001-02-26"",""Monday"",""Feb"",""1"",""2"",""2001"""
"10127,""2001-02-27"",""Tuesday"",""Feb"",""2"",""2"",""2001"""
"10128,""2001-02-28"",""Wednesday"",""Feb"",""3"",""2"",""2001"""
"10201,""2001-03-01"",""Thursday"",""Mar"",""4"",""3"",""2001"""
"10202,""2001-03-02"",""Friday"",""Mar"",""5"",""3"",""2001"""
"10203,""2001-03-03"",""Saturday"",""Mar"",""6"",""3"",""2001"""
"10204,""2001-03-04"",""Sunday"",""Mar"",""7"",""3"",""2001"""
"10205,""2001-03-05"",""Monday"",""Mar"",""1"",""3"",""2001"""
"10206,""2001-03-06"",""Tuesday"",""Mar"",""2"",""3"",""2001"""
"10207,""2001-03-07"",""Wednesday"",""Mar"",""3"",""3"",""2001"""
"10208,""2001-03-08"",""Thursday"",""Mar"",""4"",""3"",""2001"""
"10209,""2001-03-09"",""Friday"",""Mar"",""5"",""3"",""2001"""
"10210,""2001-03-10"",""Saturday"",""Mar"",""6"",""3"",""2001"""
"10211,""2001-03-11"",""Sunday"",""Mar"",""7"",""3"",""2001"""
"10212,""2001-03-12"",""Monday"",""Mar"",""1"",""3"",""2001"""
"10213,""2001-03-13"",""Tuesday"",""Mar"",""2"",""3"",""2001"""
"10214,""2001-03-14"",""Wednesday"",""Mar"",""3"",""3"",""2001"""
"10215,""2001-03-15"",""Thursday"",""Mar"",""4"",""3"",""2001"""
"10216,""2001-03-16"",""Friday"",""Mar"",""5"",""3"",""2001"""
"10217,""2001-03-17"",""Saturday"",""Mar"",""6"",""3"",""2001"""
"10218,""2001-03-18"",""Sunday"",""Mar"",""7"",""3"",""2001"""
"10219,""2001-03-19"",""Monday"",""Mar"",""1"",""3"",""2001"""
"10220,""2001-03-20"",""Tuesday"",""Mar"",""2"",""3"",""2001"""
"10221,""2001-03-21"",""Wednesday"",""Mar"",""3"",""3"",""2001"""
"10222,""2001-03-22"",""Thursday"",""Mar"",""4"",""3"",""2001"""
"10223,""2001-03-23"",""Friday"",""Mar"",""5"",""3"",""2001"""
"10224,""2001-03-24"",""Saturday"",""Mar"",""6"",""3"",""2001"""
"10225,""2001-03-25"",""Sunday"",""Mar"",""7"",""3"",""2001"""
"10226,""2001-03-26"",""Monday"",""Mar"",""1"",""3"",""2001"""
"10227,""2001-03-27"",""Tuesday"",""Mar"",""2"",""3"",""2001"""
"10228,""2001-03-28"",""Wednesday"",""Mar"",""3"",""3"",""2001"""
"10229,""2001-03-29"",""Thursday"",""Mar"",""4"",""3"",""2001"""
"10230,""2001-03-30"",""Friday"",""Mar"",""5"",""3"",""2001"""
"10231,""2001-03-31"",""Saturday"",""Mar"",""6"",""3"",""2001"""
"10301,""2001-04-01"",""Sunday"",""Apr"",""7"",""4"",""2001"""
"10302,""2001-04-02"",""Monday"",""Apr"",""1"",""4"",""2001"""
"10303,""2001-04-03"",""Tuesday"",""Apr"",""2"",""4"",""2001"""
"10304,""2001-04-04"",""Wednesday"",""Apr"",""3"",""4"",""2001"""
"10305,""2001-04-05"",""Thursday"",""Apr"",""4"",""4"",""2001"""
"10306,""2001-04-06"",""Friday"",""Apr"",""5"",""4"",""2001"""
"10307,""2001-04-07"",""Saturday"",""Apr"",""6"",""4"",""2001"""
"10308,""2001-04-08"",""Sunday"",""Apr"",""7"",""4"",""2001"""
"10309,""2001-04-09"",""Monday"",""Apr"",""1"",""4"",""2001"""
"10310,""2001-04-10"",""Tuesday"",""Apr"",""2"",""4"",""2001"""
"10311,""2001-04-11"",""Wednesday"",""Apr"",""3"",""4"",""2001"""
"10312,""2001-04-12"",""Thursday"",""Apr"",""4"",""4"",""2001"""
"10313,""2001-04-13"",""Friday"",""Apr"",""5"",""4"",""2001"""
"10314,""2001-04-14"",""Saturday"",""Apr"",""6"",""4"",""2001"""
"10315,""2001-04-15"",""Sunday"",""Apr"",""7"",""4"",""2001"""
"10316,""2001-04-16"",""Monday"",""Apr"",""1"",""4"",""2001"""
"10317,""2001-04-17"",""Tuesday"",""Apr"",""2"",""4"",""2001"""
"10318,""2001-04-18"",""Wednesday"",""Apr"",""3"",""4"",""2001"""
"10319,""2001-04-19"",""Thursday"",""Apr"",""4"",""4"",""2001"""
"10320,""2001-04-20"",""Friday"",""Apr"",""5"",""4"",""2001"""
"10321,""2001-04-21"",""Saturday"",""Apr"",""6"",""4"",""2001"""
"10322,""2001-04-22"",""Sunday"",""Apr"",""7"",""4"",""2001"""
"10323,""2001-04-23"",""Monday"",""Apr"",""1"",""4"",""2001"""
"10324,""2001-04-24"",""Tuesday"",""Apr"",""2"",""4"",""2001"""
"10325,""2001-04-25"",""Wednesday"",""Apr"",""3"",""4"",""2001"""
"10326,""2001-04-26"",""Thursday"",""Apr"",""4"",""4"",""2001"""
"10327,""2001-04-27"",""Friday"",""Apr"",""5"",""4"",""2001"""
"10328,""2001-04-28"",""Saturday"",""Apr"",""6"",""4"",""2001"""
"10329,""2001-04-29"",""Sunday"",""Apr"",""7"",""4"",""2001"""
"10330,""2001-04-30"",""Monday"",""Apr"",""1"",""4"",""2001"""
"10401,""2001-05-01"",""Tuesday"",""May"",""2"",""5"",""2001"""
"10402,""2001-05-02"",""Wednesday"",""May"",""3"",""5"",""2001"""
"10403,""2001-05-03"",""Thursday"",""May"",""4"",""5"",""2001"""
"10404,""2001-05-04"",""Friday"",""May"",""5"",""5"",""2001"""
"10405,""2001-05-05"",""Saturday"",""May"",""6"",""5"",""2001"""
"10406,""2001-05-06"",""Sunday"",""May"",""7"",""5"",""2001"""
"10407,""2001-05-07"",""Monday"",""May"",""1"",""5"",""2001"""
"10408,""2001-05-08"",""Tuesday"",""May"",""2"",""5"",""2001"""
"10409,""2001-05-09"",""Wednesday"",""May"",""3"",""5"",""2001"""
"10410,""2001-05-10"",""Thursday"",""May"",""4"",""5"",""2001"""
"10411,""2001-05-11"",""Friday"",""May"",""5"",""5"",""2001"""
"10412,""2001-05-12"",""Saturday"",""May"",""6"",""5"",""2001"""
"10413,""2001-05-13"",""Sunday"",""May"",""7"",""5"",""2001"""
"10414,""2001-05-14"",""Monday"",""May"",""1"",""5"",""2001"""
"10415,""2001-05-15"",""Tuesday"",""May"",""2"",""5"",""2001"""
"10416,""2001-05-16"",""Wednesday"",""May"",""3"",""5"",""2001"""
"10417,""2001-05-17"",""Thursday"",""May"",""4"",""5"",""2001"""
"10418,""2001-05-18"",""Friday"",""May"",""5"",""5"",""2001"""
"10419,""2001-05-19"",""Saturday"",""May"",""6"",""5"",""2001"""
"10420,""2001-05-20"",""Sunday"",""May"",""7"",""5"",""2001"""
"10421,""2001-05-21"",""Monday"",""May"",""1"",""5"",""2001"""
"10422,""2001-05-22"",""Tuesday"",""May"",""2"",""5"",""2001"""
"10423,""2001-05-23"",""Wednesday"",""May"",""3"",""5"",""2001"""
"10424,""2001-05-24"",""Thursday"",""May"",""4"",""5"",""2001"""
"10425,""2001-05-25"",""Friday"",""May"",""5"",""5"",""2001"""
"10426,""2001-05-26"",""Saturday"",""May"",""6"",""5"",""2001"""
"10427,""2001-05-27"",""Sunday"",""May"",""7"",""5"",""2001"""
"10428,""2001-05-28"",""Monday"",""May"",""1"",""5"",""2001"""
"10429,""2001-05-29"",""Tuesday"",""May"",""2"",""5"",""2001"""
"10430,""2001-05-30"",""Wednesday"",""May"",""3"",""5"",""2001"""
"10431,""2001-05-31"",""Thursday"",""May"",""4"",""5"",""2001"""
"10501,""2001-06-01"",""Friday"",""Jun"",""5"",""6"",""2001"""
"10502,""2001-06-02"",""Saturday"",""Jun"",""6"",""6"",""2001"""
"10503,""2001-06-03"",""Sunday"",""Jun"",""7"",""6"",""2001"""
"10504,""2001-06-04"",""Monday"",""Jun"",""1"",""6"",""2001"""
"10505,""2001-06-05"",""Tuesday"",""Jun"",""2"",""6"",""2001"""
"10506,""2001-06-06"",""Wednesday"",""Jun"",""3"",""6"",""2001"""
"10507,""2001-06-07"",""Thursday"",""Jun"",""4"",""6"",""2001"""
"10508,""2001-06-08"",""Friday"",""Jun"",""5"",""6"",""2001"""
"10509,""2001-06-09"",""Saturday"",""Jun"",""6"",""6"",""2001"""
"10510,""2001-06-10"",""Sunday"",""Jun"",""7"",""6"",""2001"""
"10511,""2001-06-11"",""Monday"",""Jun"",""1"",""6"",""2001"""
"10512,""2001-06-12"",""Tuesday"",""Jun"",""2"",""6"",""2001"""
"10513,""2001-06-13"",""Wednesday"",""Jun"",""3"",""6"",""2001"""
"10514,""2001-06-14"",""Thursday"",""Jun"",""4"",""6"",""2001"""
"10515,""2001-06-15"",""Friday"",""Jun"",""5"",""6"",""2001"""
"10516,""2001-06-16"",""Saturday"",""Jun"",""6"",""6"",""2001"""
"10517,""2001-06-17"",""Sunday"",""Jun"",""7"",""6"",""2001"""
"10518,""2001-06-18"",""Monday"",""Jun"",""1"",""6"",""2001"""
"10519,""2001-06-19"",""Tuesday"",""Jun"",""2"",""6"",""2001"""
"10520,""2001-06-20"",""Wednesday"",""Jun"",""3"",""6"",""2001"""
"10521,""2001-06-21"",""Thursday"",""Jun"",""4"",""6"",""2001"""
"10522,""2001-06-22"",""Friday"",""Jun"",""5"",""6"",""2001"""
"10523,""2001-06-23"",""Saturday"",""Jun"",""6"",""6"",""2001"""
"10524,""2001-06-24"",""Sunday"",""Jun"",""7"",""6"",""2001"""
"10525,""2001-06-25"",""Monday"",""Jun"",""1"",""6"",""2001"""
"10526,""2001-06-26"",""Tuesday"",""Jun"",""2"",""6"",""2001"""
"10527,""2001-06-27"",""Wednesday"",""Jun"",""3"",""6"",""2001"""
"10528,""2001-06-28"",""Thursday"",""Jun"",""4"",""6"",""2001"""
"10529,""2001-06-29"",""Friday"",""Jun"",""5"",""6"",""2001"""
"10530,""2001-06-30"",""Saturday"",""Jun"",""6"",""6"",""2001"""
"10601,""2001-07-01"",""Sunday"",""Jul"",""7"",""7"",""2001"""
"10602,""2001-07-02"",""Monday"",""Jul"",""1"",""7"",""2001"""
"10603,""2001-07-03"",""Tuesday"",""Jul"",""2"",""7"",""2001"""
"10604,""2001-07-04"",""Wednesday"",""Jul"",""3"",""7"",""2001"""
"10605,""2001-07-05"",""Thursday"",""Jul"",""4"",""7"",""2001"""
"10606,""2001-07-06"",""Friday"",""Jul"",""5"",""7"",""2001"""
"10607,""2001-07-07"",""Saturday"",""Jul"",""6"",""7"",""2001"""
"10608,""2001-07-08"",""Sunday"",""Jul"",""7"",""7"",""2001"""
"10609,""2001-07-09"",""Monday"",""Jul"",""1"",""7"",""2001"""
"10610,""2001-07-10"",""Tuesday"",""Jul"",""2"",""7"",""2001"""
"10611,""2001-07-11"",""Wednesday"",""Jul"",""3"",""7"",""2001"""
"10612,""2001-07-12"",""Thursday"",""Jul"",""4"",""7"",""2001"""
"10613,""2001-07-13"",""Friday"",""Jul"",""5"",""7"",""2001"""
"10614,""2001-07-14"",""Saturday"",""Jul"",""6"",""7"",""2001"""
"10615,""2001-07-15"",""Sunday"",""Jul"",""7"",""7"",""2001"""
"10616,""2001-07-16"",""Monday"",""Jul"",""1"",""7"",""2001"""
"10617,""2001-07-17"",""Tuesday"",""Jul"",""2"",""7"",""2001"""
"10618,""2001-07-18"",""Wednesday"",""Jul"",""3"",""7"",""2001"""
"10619,""2001-07-19"",""Thursday"",""Jul"",""4"",""7"",""2001"""
"10620,""2001-07-20"",""Friday"",""Jul"",""5"",""7"",""2001"""
"10621,""2001-07-21"",""Saturday"",""Jul"",""6"",""7"",""2001"""
"10622,""2001-07-22"",""Sunday"",""Jul"",""7"",""7"",""2001"""
"10623,""2001-07-23"",""Monday"",""Jul"",""1"",""7"",""2001"""
"10624,""2001-07-24"",""Tuesday"",""Jul"",""2"",""7"",""2001"""
"10625,""2001-07-25"",""Wednesday"",""Jul"",""3"",""7"",""2001"""
"10626,""2001-07-26"",""Thursday"",""Jul"",""4"",""7"",""2001"""
"10627,""2001-07-27"",""Friday"",""Jul"",""5"",""7"",""2001"""
"10628,""2001-07-28"",""Saturday"",""Jul"",""6"",""7"",""2001"""
"10629,""2001-07-29"",""Sunday"",""Jul"",""7"",""7"",""2001"""
"10630,""2001-07-30"",""Monday"",""Jul"",""1"",""7"",""2001"""
"10631,""2001-07-31"",""Tuesday"",""Jul"",""2"",""7"",""2001"""
"10701,""2001-08-01"",""Wednesday"",""Aug"",""3"",""8"",""2001"""
"10702,""2001-08-02"",""Thursday"",""Aug"",""4"",""8"",""2001"""
"10703,""2001-08-03"",""Friday"",""Aug"",""5"",""8"",""2001"""
"10704,""2001-08-04"",""Saturday"",""Aug"",""6"",""8"",""2001"""
"10705,""2001-08-05"",""Sunday"",""Aug"",""7"",""8"",""2001"""
"10706,""2001-08-06"",""Monday"",""Aug"",""1"",""8"",""2001"""
"10707,""2001-08-07"",""Tuesday"",""Aug"",""2"",""8"",""2001"""
"10708,""2001-08-08"",""Wednesday"",""Aug"",""3"",""8"",""2001"""
"10709,""2001-08-09"",""Thursday"",""Aug"",""4"",""8"",""2001"""
"10710,""2001-08-10"",""Friday"",""Aug"",""5"",""8"",""2001"""
"10711,""2001-08-11"",""Saturday"",""Aug"",""6"",""8"",""2001"""
"10712,""2001-08-12"",""Sunday"",""Aug"",""7"",""8"",""2001"""
"10713,""2001-08-13"",""Monday"",""Aug"",""1"",""8"",""2001"""
"10714,""2001-08-14"",""Tuesday"",""Aug"",""2"",""8"",""2001"""
"10715,""2001-08-15"",""Wednesday"",""Aug"",""3"",""8"",""2001"""
"10716,""2001-08-16"",""Thursday"",""Aug"",""4"",""8"",""2001"""
"10717,""2001-08-17"",""Friday"",""Aug"",""5"",""8"",""2001"""
"10718,""2001-08-18"",""Saturday"",""Aug"",""6"",""8"",""2001"""
"10719,""2001-08-19"",""Sunday"",""Aug"",""7"",""8"",""2001"""
"10720,""2001-08-20"",""Monday"",""Aug"",""1"",""8"",""2001"""
"10721,""2001-08-21"",""Tuesday"",""Aug"",""2"",""8"",""2001"""
"10722,""2001-08-22"",""Wednesday"",""Aug"",""3"",""8"",""2001"""
"10723,""2001-08-23"",""Thursday"",""Aug"",""4"",""8"",""2001"""
"10724,""2001-08-24"",""Friday"",""Aug"",""5"",""8"",""2001"""
"10725,""2001-08-25"",""Saturday"",""Aug"",""6"",""8"",""2001"""
"10726,""2001-08-26"",""Sunday"",""Aug"",""7"",""8"",""2001"""
"10727,""2001-08-27"",""Monday"",""Aug"",""1"",""8"",""2001"""
"10728,""2001-08-28"",""Tuesday"",""Aug"",""2"",""8"",""2001"""
"10729,""2001-08-29"",""Wednesday"",""Aug"",""3"",""8"",""2001"""
"10730,""2001-08-30"",""Thursday"",""Aug"",""4"",""8"",""2001"""
"10731,""2001-08-31"",""Friday"",""Aug"",""5"",""8"",""2001"""
"10801,""2001-09-01"",""Saturday"",""Sep"",""6"",""9"",""2001"""
"10802,""2001-09-02"",""Sunday"",""Sep"",""7"",""9"",""2001"""
"10803,""2001-09-03"",""Monday"",""Sep"",""1"",""9"",""2001"""
"10804,""2001-09-04"",""Tuesday"",""Sep"",""2"",""9"",""2001"""
"10805,""2001-09-05"",""Wednesday"",""Sep"",""3"",""9"",""2001"""
"10806,""2001-09-06"",""Thursday"",""Sep"",""4"",""9"",""2001"""
"10807,""2001-09-07"",""Friday"",""Sep"",""5"",""9"",""2001"""
"10808,""2001-09-08"",""Saturday"",""Sep"",""6"",""9"",""2001"""
"10809,""2001-09-09"",""Sunday"",""Sep"",""7"",""9"",""2001"""
"10810,""2001-09-10"",""Monday"",""Sep"",""1"",""9"",""2001"""
"10811,""2001-09-11"",""Tuesday"",""Sep"",""2"",""9"",""2001"""
"10812,""2001-09-12"",""Wednesday"",""Sep"",""3"",""9"",""2001"""
"10813,""2001-09-13"",""Thursday"",""Sep"",""4"",""9"",""2001"""
"10814,""2001-09-14"",""Friday"",""Sep"",""5"",""9"",""2001"""
"10815,""2001-09-15"",""Saturday"",""Sep"",""6"",""9"",""2001"""
"10816,""2001-09-16"",""Sunday"",""Sep"",""7"",""9"",""2001"""
"10817,""2001-09-17"",""Monday"",""Sep"",""1"",""9"",""2001"""
"10818,""2001-09-18"",""Tuesday"",""Sep"",""2"",""9"",""2001"""
"10819,""2001-09-19"",""Wednesday"",""Sep"",""3"",""9"",""2001"""
"10820,""2001-09-20"",""Thursday"",""Sep"",""4"",""9"",""2001"""
"10821,""2001-09-21"",""Friday"",""Sep"",""5"",""9"",""2001"""
"10822,""2001-09-22"",""Saturday"",""Sep"",""6"",""9"",""2001"""
"10823,""2001-09-23"",""Sunday"",""Sep"",""7"",""9"",""2001"""
"10824,""2001-09-24"",""Monday"",""Sep"",""1"",""9"",""2001"""
"10825,""2001-09-25"",""Tuesday"",""Sep"",""2"",""9"",""2001"""
"10826,""2001-09-26"",""Wednesday"",""Sep"",""3"",""9"",""2001"""
"10827,""2001-09-27"",""Thursday"",""Sep"",""4"",""9"",""2001"""
"10828,""2001-09-28"",""Friday"",""Sep"",""5"",""9"",""2001"""
"10829,""2001-09-29"",""Saturday"",""Sep"",""6"",""9"",""2001"""
"10830,""2001-09-30"",""Sunday"",""Sep"",""7"",""9"",""2001"""
"10901,""2001-10-01"",""Monday"",""Oct"",""1"",""10"",""2001"""
"10902,""2001-10-02"",""Tuesday"",""Oct"",""2"",""10"",""2001"""
"10903,""2001-10-03"",""Wednesday"",""Oct"",""3"",""10"",""2001"""
"10904,""2001-10-04"",""Thursday"",""Oct"",""4"",""10"",""2001"""
"10905,""2001-10-05"",""Friday"",""Oct"",""5"",""10"",""2001"""
"10906,""2001-10-06"",""Saturday"",""Oct"",""6"",""10"",""2001"""
"10907,""2001-10-07"",""Sunday"",""Oct"",""7"",""10"",""2001"""
"10908,""2001-10-08"",""Monday"",""Oct"",""1"",""10"",""2001"""
"10909,""2001-10-09"",""Tuesday"",""Oct"",""2"",""10"",""2001"""
"10910,""2001-10-10"",""Wednesday"",""Oct"",""3"",""10"",""2001"""
"10911,""2001-10-11"",""Thursday"",""Oct"",""4"",""10"",""2001"""
"10912,""2001-10-12"",""Friday"",""Oct"",""5"",""10"",""2001"""
"10913,""2001-10-13"",""Saturday"",""Oct"",""6"",""10"",""2001"""
"10914,""2001-10-14"",""Sunday"",""Oct"",""7"",""10"",""2001"""
"10915,""2001-10-15"",""Monday"",""Oct"",""1"",""10"",""2001"""
"10916,""2001-10-16"",""Tuesday"",""Oct"",""2"",""10"",""2001"""
"10917,""2001-10-17"",""Wednesday"",""Oct"",""3"",""10"",""2001"""
"10918,""2001-10-18"",""Thursday"",""Oct"",""4"",""10"",""2001"""
"10919,""2001-10-19"",""Friday"",""Oct"",""5"",""10"",""2001"""
"10920,""2001-10-20"",""Saturday"",""Oct"",""6"",""10"",""2001"""
"10921,""2001-10-21"",""Sunday"",""Oct"",""7"",""10"",""2001"""
"10922,""2001-10-22"",""Monday"",""Oct"",""1"",""10"",""2001"""
"10923,""2001-10-23"",""Tuesday"",""Oct"",""2"",""10"",""2001"""
"10924,""2001-10-24"",""Wednesday"",""Oct"",""3"",""10"",""2001"""
"10925,""2001-10-25"",""Thursday"",""Oct"",""4"",""10"",""2001"""
"10926,""2001-10-26"",""Friday"",""Oct"",""5"",""10"",""2001"""
"10927,""2001-10-27"",""Saturday"",""Oct"",""6"",""10"",""2001"""
"10928,""2001-10-28"",""Sunday"",""Oct"",""7"",""10"",""2001"""
"10929,""2001-10-29"",""Monday"",""Oct"",""1"",""10"",""2001"""
"10930,""2001-10-30"",""Tuesday"",""Oct"",""2"",""10"",""2001"""
"10931,""2001-10-31"",""Wednesday"",""Oct"",""3"",""10"",""2001"""
"11001,""2001-11-01"",""Thursday"",""Nov"",""4"",""11"",""2001"""
"11002,""2001-11-02"",""Friday"",""Nov"",""5"",""11"",""2001"""
"11003,""2001-11-03"",""Saturday"",""Nov"",""6"",""11"",""2001"""
"11004,""2001-11-04"",""Sunday"",""Nov"",""7"",""11"",""2001"""
"11005,""2001-11-05"",""Monday"",""Nov"",""1"",""11"",""2001"""
"11006,""2001-11-06"",""Tuesday"",""Nov"",""2"",""11"",""2001"""
"11007,""2001-11-07"",""Wednesday"",""Nov"",""3"",""11"",""2001"""
"11008,""2001-11-08"",""Thursday"",""Nov"",""4"",""11"",""2001"""
"11009,""2001-11-09"",""Friday"",""Nov"",""5"",""11"",""2001"""
"11010,""2001-11-10"",""Saturday"",""Nov"",""6"",""11"",""2001"""
"11011,""2001-11-11"",""Sunday"",""Nov"",""7"",""11"",""2001"""
"11012,""2001-11-12"",""Monday"",""Nov"",""1"",""11"",""2001"""
"11013,""2001-11-13"",""Tuesday"",""Nov"",""2"",""11"",""2001"""
"11014,""2001-11-14"",""Wednesday"",""Nov"",""3"",""11"",""2001"""
"11015,""2001-11-15"",""Thursday"",""Nov"",""4"",""11"",""2001"""
"11016,""2001-11-16"",""Friday"",""Nov"",""5"",""11"",""2001"""
"11017,""2001-11-17"",""Saturday"",""Nov"",""6"",""11"",""2001"""
"11018,""2001-11-18"",""Sunday"",""Nov"",""7"",""11"",""2001"""
"11019,""2001-11-19"",""Monday"",""Nov"",""1"",""11"",""2001"""
"11020,""2001-11-20"",""Tuesday"",""Nov"",""2"",""11"",""2001"""
"11021,""2001-11-21"",""Wednesday"",""Nov"",""3"",""11"",""2001"""
"11022,""2001-11-22"",""Thursday"",""Nov"",""4"",""11"",""2001"""
"11023,""2001-11-23"",""Friday"",""Nov"",""5"",""11"",""2001"""
"11024,""2001-11-24"",""Saturday"",""Nov"",""6"",""11"",""2001"""
"11025,""2001-11-25"",""Sunday"",""Nov"",""7"",""11"",""2001"""
"11026,""2001-11-26"",""Monday"",""Nov"",""1"",""11"",""2001"""
"11027,""2001-11-27"",""Tuesday"",""Nov"",""2"",""11"",""2001"""
"11028,""2001-11-28"",""Wednesday"",""Nov"",""3"",""11"",""2001"""
"11029,""2001-11-29"",""Thursday"",""Nov"",""4"",""11"",""2001"""
"11030,""2001-11-30"",""Friday"",""Nov"",""5"",""11"",""2001"""
"11101,""2001-12-01"",""Saturday"",""Dec"",""6"",""12"",""2001"""
"11102,""2001-12-02"",""Sunday"",""Dec"",""7"",""12"",""2001"""
"11103,""2001-12-03"",""Monday"",""Dec"",""1"",""12"",""2001"""
"11104,""2001-12-04"",""Tuesday"",""Dec"",""2"",""12"",""2001"""
